symbol,market_phase,phase_confidence,phase_confidence_score,structure_quality,trend_structure,effort_vs_result,volume_behavior,accumulation_distribution,composite_operator,structural_events,key_observations,caution_flags,research_score,structural_events_count,caution_flags_count,key_observations_count,rank
CLDX,Accumulation,High,78,Clean,Primary uptrend intact | Higher lows from Feb 2026 low (~22.33) | Price advanced from ~22.33 to ~37.54 (+68%) | Recent range 29–35 showing consolidation/potential secondary test | Current price near highs suggesting continued markup,"Strong effort-result harmony on Feb-25 breakout (3.79M vol, +27% range expansion) | Mar-20 surge (3.24M) confirmed markup intent | Apr-02 anomaly (5.16M vol) with wide spread but close near high — absorbed supply | Jun-26 breakout (4.78M) with strong close confirms renewed buying pressure | Jun-29 follow-through to 37.54 on elevated volume validates markup","Jan-Feb declining volume on selloff = reduced supply | Feb-05 climactic volume (1.21M) on new low = Selling Climax candidate | Feb-25 explosive volume (3.79M) = Sign of Strength / Spring follow-through | Apr-02 ultra-high volume (5.16M) = shakeout/absorption | Jun-26/29 high volume breakout to new highs = institutional buying | Volume expanding on upside, contracting on pullbacks = bullish",Accumulation Phase: Jan–Feb 2026 (~25–22.33 range) | Distribution signals: minor — late April/May range-bound action with declining closes | Net bias: Accumulation completed | Currently in markup/re-accumulation with potential minor distribution forming near 35–37 zone,"Actively long | Accumulated between 22.33–26.00 | Tested supply multiple times (Jan lows, Feb lows) | Engineered shakeout Apr-02 (5.16M) to clear weak hands | Aggressively marking up since Jun-15 | Jun-26/29 acceleration suggests final markup leg or pre-distribution positioning","Preliminary Support (PS): ~Jan-12 (1.06M vol, high spread down) | Selling Climax (SC): Feb-05 (~22.55 low, 1.21M vol) | Automatic Rally (AR): Feb-09 to Feb-25 | Secondary Test (ST): Feb-12/13 (~22.51 low) | Spring/LPS: Feb-23/24 (volume surge, higher low) | Sign of Strength (SOS): Feb-25 (3.79M, close 30.82) | Back-Up (BU/LPS): Mar pullbacks to 28–29 zone | Secondary SOS: Mar-20 (3.24M) | Shakeout: Apr-02 (5.16M, wide spread, bullish close) | Re-accumulation: Apr-May ranging 30–35 | Breakout/Markup acceleration: Jun-15 onward | New SOS: Jun-26/29 to 37.54",Feb-25 was the pivotal SOS — price gapped from ~25.40 to close 30.82 on highest volume in dataset (3.79M) | Apr-02 ultra-volume (5.16M) with wide spread and bullish close is classic shakeout/absorption — not distribution | Price has held above the Feb-25 breakout level throughout | Jun-26/29 thrust to 37.54 represents potential climactic,,33,12,0,4,1
ATEN,Accumulation,High,82,Clean,Bullish | Higher Highs: 17.23→21.18→23.71→28.59→32.95→36.70 | Higher Lows: 16.80→18.72→20.03→25.00→28.49 | No structural break confirmed,Mostly harmonious | Feb-05 massive volume surge (1.98M) with large price expansion = effort rewarded | Apr-16/17 wide spread on elevated volume = markup continuation | Jun-18 high volume (3.79M) narrow spread = potential effort-result divergence emerging | Jun-26/29 expanding volume with new highs = effort rewarded,Accumulation base Jan-Feb low volume (430K-530K avg) | Breakout Feb-05 volume spike 1.98M = Spring/SOS signal | Markup sustained on above-average volume | Volume climactic surges Apr-16/17 and Jun-18 warrant monitoring for potential Buying Climax behavior | Jun-29 1.57M on new high = healthy continuation,Accumulation: Jan-6 to Feb-04 (range 16.80-18.52) | Distribution: Not confirmed | Possible minor Re-accumulation: Apr-29 to May-06 (26.45-27.04 base) | Possible minor Re-accumulation: May-27 to May-29 consolidation | No clear Distribution schematic formed yet,Aggressively long | CO absorbed supply Jan-Feb at sub-17.50 levels | Engineered Spring Jan-20 (16.80 low) | Executed markup with conviction Feb-05 onward | CO appears to be distributing partial positions at highs (Jun-18 high volume narrow spread) | Overall CO still controlling upside,Preliminary Support (PS): Jan-09 695K volume | Selling Climax (SC): Jan-20 low 16.80 | Automatic Rally (AR): Jan-22/26 rally to 17.81 | Secondary Test (ST): Jan-27-30 retest | Spring: Jan-20 (16.80) | Sign of Strength (SOS): Feb-05 explosive move 17.52→19.33 | Last Point of Support (LPS): Feb-17/18 pullback to 19.95 | SOS Continuation: Mar-25 breakout to 23.71 | LPS Re-accumulation: Apr-29/30 pullback 25.00-26.68 | SOS Extension: Jun-02 breakout to 32.95 | Potential Buying Climax (BC) Watch: Jun-12/18 high volume at highs,Total advance from SC (16.80) to current high (36.70) = +118% | Acceleration in markup slope since May-22 onward | Jun-18 session: 3.79M volume (highest in dataset) with narrow spread (33.26 close vs 33.58 high) = supply entering | Jun-12 wide spread up but closed well off highs (32.99 open → 31.76 close) = bearish reversal bar on elevated volume | Re-accumulation zones held cleanly (no deep violations) | Markup channel remains intact | Jun-29 new high 36.70 = markup still active but extended,Jun-18 anomal,32,11,1,7,2
VSTS,Distribution,High,72,Clean,"Higher Lows and Higher Highs from Jan base (~6.03) through Jun peak (~14.85) | Impulsive legs with corrective consolidations | Three distinct acceleration phases: Jan-Feb gap up, Apr-May gap up, May-Jun continuation","Feb 10 gap (7.32→8.50, vol 7.98M): high effort, partial result — Buying Climax candidate | May 12 gap (9.30→12.00, vol 9.38M): extreme effort, strong result — Secondary BC | Jun 26 surge (13.71→14.42, vol 4.26M): elevated effort, strong close — potential climactic thrust | Recent June bars: wide spread on expanding volume consistent with distribution entry",Jan accumulation: declining volume on range — normal | Feb 10: volume spike 7.98M — climactic | Mar–Apr base: low-volume compression — Sign of Strength setup | Apr 8–21: expanding volume on markup — healthy | May 12: 9.38M spike — extreme climax | Post-May 12: volume normalization 1–2M range | Jun 26: 4.26M surge to new high — potential Upthrust or BC,Jan–Mar: Accumulation (Phase A–D) | Apr markup: Phase E initiation | May spike: possible Buying Climax (BC) into new range | May–Jun consolidation: potential re-accumulation or early Distribution Phase A | Jun 24–29 thrust: possible Upthrust After Distribution (UTAD) or final markup leg,Accumulated aggressively Jan–Mar at 6.03–7.00 base | Markup executed Apr–May with controlled volume | Climactic events suggest CO may be distributing into retail strength | Jun thrust likely engineered to attract late buyers before reversal,"Preliminary Support (PS): Jan 8 low 6.03 | Selling Climax (SC): Jan 6–8 wide range, high vol | Automatic Rally (AR): Jan 15–16 to 6.93 | Secondary Test (ST): Jan 20 low 6.455 | Sign of Strength (SOS): Apr 8–17 breakout | Last Point of Support (LPS): Apr 6–7 low ~7.75 | Buying Climax 1 (BC1): Feb 10 at 9.80 high | Buying Climax 2 (BC2): May 12 at 12.465 high | Potential UTAD/BC3: Jun 26–29 to 14.85",Price advanced ~147% from Jan low (6.03) to Jun high (14.85) | Three distinct volume climaxes suggest repeated CO supply introduction | Post-BC1 (Feb) price required 2+ months to recover — distribution absorption | Post-BC2 (May) faster recovery and continuation — re-accumulation successful | Jun consolidation (12.46–13.74) prior to Jun 26 breakout resembles terminal cause | Jun 29 close at 14.83 near high of day on elevated vol — ambiguous: could be SOS or BC | Low-volume days in consolidations confirm professional accumulation behavior,Three climactic volume spikes in 5 months — distribution risk elevated | May 12–13 reversal (12.465 to 10.61 intraday) shows supply presence at highs,31,9,2,7,3
SEM,Accumulation,High,62,Mixed,Bullish markup from Jan accumulation base (~14.75–15.50) → explosive gap markup to ~16.25 (Mar 3) → prolonged horizontal consolidation (16.20–16.70) with slow creep upward → minor pullback June 17–18 → stabilization,"Massive effort on Mar 3 (10.6M vol, +8.5% gap) with sustained result | Subsequent high-volume days (Mar 11: 19.1M | Mar 20: 6.1M | Jun 25: 8.5M | Jun 26: 12.9M) produce minimal price movement — effort NOT yielding result in consolidation zone, suggesting absorption or event-driven supply/demand equilibrium",Jan–Feb: Moderate accumulation volume building | Feb 5–13: Volume expansion on markup | Feb 20: Climactic volume spike (3.0M) on sharp reversal (possible UTAD/distribution event) | Mar 3: Extraordinary gap volume (10.6M) — likely news/corporate event | Mar 11: Highest single-day volume (19.1M) on minimal range — heavy absorption | Apr–May: Volume normalizing on narrow range | Jun 25–26: Late surge volume (8.5M + 12.9M) on slight price weakness — potential distribution signal,Early Jan–Feb: Accumulation phase evident with spring at 14.75 (Jan 28) | Mar 3 gap: Redistribution/markup trigger | Apr–Jun consolidation: Ambiguous — characteristics of both re-accumulation (creeping highs) and distribution (high volume on flat/declining closes Jun 25–26),Appears to have accumulated Jan 14–Feb 4 (14.75–15.10 range) | Executed markup through Feb (15.1→16.4) | Possible corporate event catalyzed Mar 3 gap | Now distributing or re-accumulating in 16.20–16.70 range with late June volume surge suggesting possible exit activity,Preliminary Support (PS): Jan 14 ~14.77 | Selling Climax (SC): Jan 28 ~14.75 | Automatic Rally (AR): Feb 5–13 ~15.47→16.43 | Sign of Strength (SOS): Mar 3 gap to 16.26 | Last Point of Support (LPS): Mar–Apr base ~16.20–16.25 | Possible Upthrust (UT): Jun 9–15 ~16.70 | Possible LPSY: Jun 25–26 high-volume rejection at ~16.56–16.58,"1. Mar 3 gap (+8.5% on 10.6M vol vs avg ~1M) is almost certainly a corporate event (merger/acquisition/special dividend) — distorts classical Wyckoff interpretation | 2. Post-gap range is extraordinarily narrow (16.20–16.70, ~3% range over 4 months) — consistent with arbitrage spread or price target | 3. Jun 25–26 volume surge (8.5M + 13M) on flat-to-down closes is most significant warning signal | 4. Overall trend is intact but momentum is decelerating | 5. Price creep from 16.25",,29,7,0,5,4
DRH,Distribution,High,74,Clean,Higher Highs and Higher Lows confirmed from Jan low (~8.99) to Jun high (~12.54) | Strong uptrend channel intact | Recent consolidation near highs warrants monitoring,Jan–Feb: Strong effort with strong result (accumulation/spring confirmed) | Mar–Apr: Reduced volume with sideways action (reaccumulation) | May–Jun: Expanding price with moderate volume (markup healthy) | Jun-26 spike (7.35M) with modest close suggests potential supply entering,"Climactic volume on Jan-27 (6.72M) — likely Buying Climax (BC) or shakeout | Feb-04 (7.04M) — high volume thrust confirming markup launch | Jun-26 (7.35M) — highest volume in dataset, close below high, potential Buying Climax / UTAD signal | Generally declining volume on rallies post-May suggests weakening demand",Accumulation Phase completed Jan–Apr (~8.99–9.50 range) | Markup Phase May–Jun (~9.50–12.54) | Jun-26 spike may mark early Distribution Phase C/D entry,CO absorbed supply Jan–Mar in tight range | Executed markup from late Apr | Possible CO distribution activity emerging at Jun highs given volume spike and weak close Jun-26/29,Preliminary Support (PS): Jan-06 ~9.06 | Selling Climax (SC): Jan-07/08 ~8.94–8.99 | Automatic Rally (AR): Jan-21 ~9.66 | Secondary Test (ST): Jan-28 ~9.02 | Spring/Shakeout: Mar-20 ~9.19 | Sign of Strength (SOS): Apr-08/09 breakout ~10.08 | Last Point of Support (LPS): Apr low ~9.98 | Markup acceleration: May–Jun | Potential Buying Climax (BC/UTAD): Jun-26 ~12.54 high on 7.35M volume,9-month base fully resolved to upside | Price advanced ~40% from SC low (8.94) to current high (12.54) | Jun-26 volume anomaly (7.35M vs avg ~2M) is most significant warning signal | Jun-29 close (12.26) below Jun-26 high (12.54) confirms supply absorption at top | Narrowing spreads in late Jun suggest effort/result divergence emerging,Jun-26 climactic volume (7.35M) with failure to hold highs — potential Buying Climax | Jun-29 down close on elevated volume — early Sign of Weakness (SOW) watch | Price extended ~40% from base — late markup stage increases distribution risk | Watch for Upthrust After Distribution (UTAD) confirmation if 12.54 is not surpassed | Volume trend declining on May–Jun rally legs suggests weakening conviction,28,9,5,5,5
SBLK,Distribution,High,72,Clean,Uptrend from Jan to early Mar (19.58→27.20) | Broad Distribution trading range Mar–Jun (22.00–28.50) | Emerging Markdown from late Jun,"Effort without result visible at highs (Feb–Mar): large volume on Feb 25–27, Mar 2–4 with diminishing upside | Upthrusts failing to hold above 27.00–28.50 zone | Late June selling effort producing meaningful price decline — effort confirming result to downside","Climactic volume on Mar 4 (4.55M) and Feb 26 (4.48M) near highs suggesting Buying Climax (BC) | Diminishing volume on rallies post-Mar | Elevated volume on selloffs Jun 18 (2.15M), Jun 24 (2.69M), Jun 26 (1.69M) confirming distribution pressure",Distribution dominant | Supply overcoming demand at upper range | Lower highs and lower lows emerging from Jun | No meaningful re-accumulation base established yet,CO appears to have completed markdown preparation — absorption phase exhausted | Active distribution evident via upthrusts and failed rallies above 27.00 | CO likely net short or fully distributed near 26.00–28.00 zone,Preliminary Supply (PSY): ~Feb 20–24 25.24 area | Buying Climax (BC): Mar 2–4 26.89–27.20 | Automatic Reaction (AR): Mar 5–13 drop to 21.48 | Secondary Test (ST): Mar 16–Apr 2 rally 22.00–24.32 | Upthrust After Distribution (UTAD): May 21 28.28 spike with reversal on high volume (3.21M) | Sign of Weakness (SOW): Jun 18 drop 25.81 | Last Point of Supply (LPSY): Jun 22–23 bounce to 26.52–26.98 failing | Breakdown/Markdown initiation: Jun 24–29 drop to 24.40–24.64,"UTAD on May 21 (28.28 high, closed 26.92) on heaviest single-day volume (3.21M) is critical — classic false breakout trap | Post-UTAD price unable to reclaim 27.50+ on any sustained basis | Jun 24 wide-spread down bar (26.79→25.52 close 25.67) on 2.69M = clear SOW | Jun 26 accelerated decline to 23.86 low (1.69M) confirms markdown | Current price 24.64 below distribution range midpoint | Range boundaries: Support ~22.00–22.50 | Resistance ~27.00–28.50","Price has not yet breached Jan accumulation lows (~19.50–20.50) — deeper markdown not confirmed | Low volume on Jun 29 (1.64M) could signal temporary pause or minor LPSY forming | Distribution range wide (~22.00–28.50) making precise Wyckoff event placement uncertain | Possible secondary test of 25.00–26.00 resistance before continuation lower | If price reclaims 26.50+ on strong volume, distribution thesis weakens",28,8,5,7,6
SLDE,Accumulation,High,62,Clean,Primary downtrend Jan–late Jan (~18.5→15.75) | Markup rally Feb–Mar (~15.75→19.55) | Secondary distribution/markdown Mar–Jun (~19.55→16.03) | Recovery/re-accumulation attempt Jun (~16.03→19.73),Mar-20 climactic volume (8.67M) on wide spread down = Selling Climax signal | Feb-24/25 surge (6M+) = Sign of Strength effort with result | Apr-29 high volume (5.35M) narrow range close = Buying Exhaustion/UTAD test | Jun-24/26/29 rising volume with rising price = emerging SOS,Elevated volume on down-bars Jan–early Feb = distribution/supply | Climactic spike Feb-24/25 signals demand absorption | Volume dries up mid-range (Apr–May) = testing phase | Volume expansion Jun-24/26/29 on price advance = demand re-entering,Initial Distribution: Jan top ~18.5–19.0 | Markdown to SC: Mar-20 ~15.95 | Re-Accumulation Range: ~16.0–18.5 Apr–Jun | Potential secondary Accumulation completing Jun,Absorption of supply completed near 15.75–16.0 | Markup attempt Feb–Mar to ~19.55 (BUEC or UTAD test) | Engineered markdown back to support zone Mar–Jun | Re-markup in progress Jun with expanding volume,SC (Selling Climax): Jan-14 ~16.46 low with high vol | AR (Automatic Rally): Jan-21/22 ~16.44 | ST (Secondary Test): Jan-23/26 ~15.75 | SOS (Sign of Strength): Jan-29/30 surge | LPS (Last Point of Support): Feb-13 ~16.47 | UTAD Candidate: Feb-25 ~19.49 | SOW (Sign of Weakness): Mar-06/09 break ~18.48→17.5 | SC2 (Secondary SC): Mar-20 ~15.95 on 8.67M | AR2: Mar-23/24 ~16.98–17.75 | ST2: Mar-27/Apr-01 | SOS2: Apr-16/17 ~18.99–19.63 | UTAD2: Apr-17 ~19.75 | LPS2: May-29/Jun-03 ~16.03–16.19 | SOS3: Jun-24/26/29 expansion to ~19.73,Mar-20 is the dominant structural pivot — 8.67M vol on wide-range down bar = likely SC | Price has now recovered to ~19.73 matching prior resistance zone ~19.5–19.9 | Jun-24/26/29 show three consecutive high-volume up-bars = institutional demand | Apr–May consolidation (~16–19) shows diminishing volume = successful absorption | Multiple retests of 15.75–16.0 zone held = strong support base,Price approaching prior distribution zone 19.5–20.0 — resistance likely | Apr-29 spike (5.35M) with long lower wick and close at 18.41 = possible UTAD or stopping action | Pattern has nested structures making definitive phase labeling difficult | No,28,14,4,5,7
RLJ,Distribution,High,74,Clean,Bullish progression from ~7.15 (Apr-07 low) to 12.03 (Jun-26 high) | Higher highs and higher lows maintained throughout markup | Late-stage acceleration with parabolic extension Jun-04 to Jun-26,"Early markup: strong effort with strong result | Mid markup (May): expanding price with moderate volume = healthy | Jun-26: extreme volume spike (6.1M) with gap-up and extended close = Buying Climax (BC) signal | Jun-29: high-range open, closes below Jun-26 high on reduced volume = early AR (Automatic Reaction) behavior",Accumulation base (Jan-Mar): declining volume on weakness = absorption | Markup initiation (Apr-08 to May-05): volume expansion confirming breakout | Thrust phase (May-19 to Jun-03): steady volume supporting advance | Jun-26 climactic spike (6.1M) = highest volume in dataset = exhaustion signal | Jun-29 pullback on reduced volume = normal short-term but watch for follow-through selling,Prior base (Jan-Mar): Classic re-accumulation range ~7.20–7.95 | Spring-like test on Apr-07 (7.15 low) confirmed demand | Markup phase well-structured | Jun-26 BC-type bar raises Distribution Phase A probability,CO accumulated aggressively in Jan-Apr base | Markup engineered through May with controlled volume | Jun-26 surge suggests CO potentially distributing into retail buying frenzy | Jun-29 inability to hold 12.00 is early warning of CO supply introduction,"Potential SC/PS: Jan-27 to Jan-28 (selling into range) | Spring/Test: Apr-07 low (7.15) on elevated volume | SOS (Sign of Strength): Apr-08 to Apr-09 breakout bar | LPS (Last Point of Support): Apr-22 to Apr-24 pullback held | Markup acceleration: May-04 to Jun-26 | Potential BC (Buying Climax): Jun-26 (12.03 high, 6.13M vol) | Potential AR (Automatic Reaction): Jun-29 pullback from 12.03",Price advanced ~67% from Apr-07 low (7.15) to Jun-26 high (12.03) | Jun-26 single-day volume (6.13M) = 3.5x average = climactic | Jun-29 closes at 11.84 = first meaningful rejection of 12.00 level | Entire structure from Jan-Apr base is textbook Wyckoff accumulation-to-markup | Potential transition to Phase A of Distribution now beginning,Jun-26 BC volume spike = high-probability distribution signal | Jun-29 close (11.84) below Jun-26 high = possible AR forming | If price fails to reclaim 12.00 on low volume = Distribution Phase A confirmed | Watch for secondary test (ST) of Jun-26 high on reduced volume = bearish confirmation | Premature long entries at current levels carry significant mean-reversion risk | No confirmed distribution structure yet — markup may extend but risk/reward deteriorating,27,7,6,5,8
DEI,Accumulation,High,62,Clean,Downtrend from Jan high (~11.55) → multi-month decline to Mar/Apr low (~9.04) → higher lows forming → recovery rally May–Jun with signs of absorption,Feb 11 high-volume wide-spread bar closing near low = effort without result (supply dominant) | Mar 20 high-volume down bar = climactic selling | Apr 16 high-volume up bar = demand emerging | May 6 high-volume wide-spread up bar = Sign of Strength (SOS),Volume expands on down-thrusts Jan–Mar (bearish) | Volume contraction on bounces Jan–Mar (weak rallies) | Volume expansion on upside Apr–May indicates demand absorption | Volume normalizing Jun suggests consolidation after markup,"Distribution top Jan 6–7 (~11.54–11.68) | Markdown phase Jan–Mar | Selling Climax (SC) area Mar 20 (~9.25 low, high volume 5M+) | Automatic Rally (AR) follows | Secondary Test (ST) Apr 2 (~9.04) | Re-accumulation Apr–May | Markup initiated May 6 breakout | Possible distribution beginning Jun 9–17 at ~12.63–12.74 top",Absorbed supply Jan–Mar | Accumulated Mar–Apr lows | Marked up May | Potential re-distribution building Jun highs (~12.63–12.82),"PSY: Jan 6–7 (~11.55–11.68) | BC/Top: Jan 6 | Markdown begins: Jan 8 | SC candidate: Mar 20 (9.25, 5.06M vol) | AR: Mar 23–Apr 8 (~9.65) | ST: Apr 1–2 (~9.04–9.23) | Spring/LPS: Apr 6–10 | SOS: May 6 (wide spread, 5.09M vol, close 12.17) | Backup to creek: May 12–22 | Continued markup: May 26–Jun 12 | Potential PSY/UTAD: Jun 9 (~12.74 high) | Possible distribution beginning: Jun 17 reversal (~11.54 close)",Jan–Mar represents completed markdown/distribution phase | SC + AR + ST structure clearly visible Mar–Apr | Apr base formation shows narrowing range and reduced volume = absorption | May 6 SOS breakout on 5M volume is key structural shift | Jun rally to 12.63–12.82 on declining volume = potential supply zone | Jun 17 sharp reversal from 12.29 to 11.54 on expanding volume = warning sign | Late Jun stabilizing ~11.6–11.93 = possible backup or new distribution leg forming,"Jun 17 sharp drop (12.29→11.54) on elevated volume may signal early distribution | No confirmed higher high structure beyond Jun 9 peak | Volume declining on Jun rallies post-peak = weakening demand | If price fails to reclaim 12.26+ on rising volume, downside risk increases | Re-accumulation thesis invalidated below ~10.80 (Apr SOS origin)",27,12,5,7,9
PTY,Markup,High,62,Mixed,Primary downtrend from 13.24 (Jan 7) to 11.58 (Mar 27) | Sideways consolidation/base building 11.58–12.35 (Mar 27–May 8) | Secondary decline retest 11.65 (May 19) | Tentative recovery Jun–present,"Downside effort (high vol Mar 3, Mar 9, Mar 20) produced results (new lows) confirming distribution exhaustion | Recovery effort (Mar 31, Apr 1 high vol) produced meaningful bounce — effort/result improving | Recent low-volume drift upward suggests absorption complete with modest buying pressure","Climactic volume spike Mar 3 (3.53M — Selling Climax candidate) | Secondary high vol Mar 9 (2.45M), Mar 20 (2.63M) confirm selling pressure exhaustion | Mar 30–31 volume surge (2.03M, 2.51M) on upside reversal — AR/Spring bounce | Volume declining on pullbacks May–Jun — constructive | Jun 22 spike (2.53M) on down-day — shakeout/test signal | Jun 29 moderate vol recovery to 12.0 — tentative demand return","Accumulation structure forming | SC: ~Mar 3 (12.34→12.54, 3.53M) | AR: Mar 31 (11.73→12.06, 2.51M) | Secondary Test: May 19 (11.65) / Jun 22 shakeout (11.61) | Trading range: ~11.58–12.35 | Spring candidate: Jun 22 low 11.61 with recovery | No confirmed Sign of Strength (SOS) above 12.35 yet",Absorption phase likely complete | CO appears to be testing commitment of weak holders via Jun 22 shakeout | Tentative re-accumulation underway | No aggressive markup initiated — CO still cautious or range not fully absorbed,"Preliminary Support (PS): ~Feb 25–27 (increased vol on decline) | Selling Climax (SC): Mar 3 (3.53M, wide spread down) | Automatic Rally (AR): Mar 31–Apr 1 (12.06–12.27) | Secondary Test (ST): Mar 13 (12.03), Mar 19–20 (11.82–11.85) | Spring/Shakeout: Jun 22 (11.61 low, 2.53M, recovered) | LPS (Last Point of Support): Jun 23–25 (11.63–11.76 hold) | Potential SOS pending: needs close >12.35 on expanding volume",SC-to-AR range defines structure: ~11.58–12.35 | Jun 22 high-volume reversal from 11.61 is most significant recent event — strong Spring candidate | Price recovering toward upper range resistance (~12.0–12.35) | Jan–Feb topping pattern (~13.05–13.24) confirmed as prior distribution | Overall range compression narrowing — coiling behavior | Low volatility Jun base (11.77–11.93) consistent with last-point-of-supply absorption,No confirmed SOS above 12.35 — markup not validated | Jun 22 shakeout volume (2.53M) could alternatively signal renewed distribution,27,7,2,6,10
