symbol,market_phase,phase_confidence,phase_confidence_score,structure_quality,trend_structure,effort_vs_result,volume_behavior,accumulation_distribution,composite_operator,structural_events,key_observations,caution_flags,research_score,structural_events_count,caution_flags_count,key_observations_count,rank
HTGC,Accumulation,High,62,Clean,Primary downtrend (Jan–Feb 2026) → Selling Climax → Extended TR (Trading Range) with higher lows forming from mid-March onward,"Massive volume on Feb 13 and Feb 27 (8.6M, 10.1M) produced downside price extension but subsequent rallies on declining volume suggest absorption; recent upside effort on moderate volume shows improving price response",Climactic selling volume Feb 3–Feb 27 | Volume drying up in TR base (Mar–Apr low-volume tests) | Moderate expansion on April-May rally legs | Volume contracting on pullbacks in May–June = bullish,Accumulation — supply absorbed in Feb–Mar shakeout zone; demand gradually reasserting; no distribution signature in current price/volume behavior,Likely absorbing supply during Feb–Mar markdown; engineering shakeouts (Feb 27 spring); allowing markup attempt April–May; monitoring for SOS confirmation,"Preliminary Support (PS): ~Feb 9-11 | Selling Climax (SC): Feb 13 (8.6M vol, 15.40 low) | Automatic Rally (AR): Feb 17-26 (~16.10) | Secondary Test (ST): Feb 27 (10.15M vol, 14.10 low = Spring/Shakeout) | Creek/Resistance: ~15.40–15.60 zone | Sign of Strength (SOS): Mar 31–Apr 7 breakout attempt | Back-Up Action (BU): Apr 23–May 15 pullback | Re-accumulation TR: May 15–June 29 tight range ~15.15–15.75",Feb 27 climactic bar (10.1M vol) most likely Spring/Shakeout below SC low | Price recovered sharply from 14.10 → 16.57 peak (May 5) = SOS candidate | May–June pullback absorbed on low volume (~1.0M–2.4M) = no supply pressure | June 29 shows upside close (15.88) on modest but firming volume | Range compression in June suggests coiling for potential markup | Price holding above 15.15 support consistently,"No confirmed LPS (Last Point of Support) with strong SOS volume yet | May 5–6 high (~16.57) not decisively exceeded = markup not confirmed | Volume on recent rally legs (Apr–May) moderate, not climactic demand | Re-accumulation range (May–June) could alternatively be distribution at lower high if 16.57 fails | Price still ~15% below Jan 2026 highs — full markup not underway | Flat action in June could precede another test of support before markup",26,8,6,6,11
BXMT,Distribution,High,74,Mixed,Bearish — series of lower highs from Feb 2026 peak (~20.35) | price now trading well below key reference zones | recent breakdown below 18.00 support,"Effort NOT rewarded on upside — large volume days (Mar 20, Apr 29, Jun 18, Jun 24, Jun 26) produce weak or negative closes | downside moves increasingly efficient","Volume expanding on declining sessions | climactic-style spikes on selloffs (Mar 20: 3.99M, Apr 29: 4.34M, Jun 26: 4.18M) | rallies on diminishing volume = weak demand | potential Selling Climax signals unconfirmed",DISTRIBUTION dominant — price failed to sustain above 20.00-20.35 zone | multiple upthrust-type rejections | persistent drift lower into June confirms distribution completed,Composite Operator appears to be EXITING / OFFLOADING — supply overwhelming demand across the range | no evidence of absorption or re-accumulation at current lows yet,Preliminary Supply (PSY): ~Feb 11 spike to 20.35 | Buying Climax (BC): Feb 12 high 20.34 | Automatic Reaction (AR): Feb 19 pullback | Sign of Weakness (SOW): Mar 20 breakdown on 3.99M vol | Upthrust After Distribution (UTAD): Apr 16 high 20.43 | Last Point of Supply (LPSY): Apr 28 area ~20.30 | Failed Rally / LPSY 2: May 6 ~19.50 | Markdown acceleration: May 19–21 break | Secondary breakdown: Jun 17–18 | Markdown continuation: Jun 24–26 break below 17.50,"Distribution range roughly 18.70–20.43 fully breached to downside | Jun 24 breakdown (3.06M vol, close 17.47) = decisive markdown event | Jun 26 high-volume (4.18M) close 17.43 = potential Selling Climax OR continuation selling | Current price ~17.42 testing new lows | No base formation visible at current lows | Jan–Feb 2026 support zone ~18.72–18.80 now acting as resistance",Jun 26 volume spike (4.18M) could indicate Selling Climax — watch for Automatic Rally | No confirmed re-accumulation structure yet | Oversold conditions may produce short-covering bounce — NOT a reversal signal without structural evidence | Thin volume on Jun 29 (1.93M) after high-volume breakdown is ambiguous | Further markdown possible toward 16.50–17.00 if no absorption develops,25,10,5,6,12
TRIN,Accumulation,High,74,Mixed,Downtrend Jan–Mar (15.47→14.13 low) | Accumulation range Mar–Apr (14.13–15.20) | Breakout initiation Apr–May | Markup phase Jun with higher lows and higher highs | Final bar Jun-29 strong thrust to 17.73,Effort-result harmony on markup | High volume on Jan-14/15 rally (supply absorption) | Feb-02 high volume sell-off (2.69M) = ST or SC-equivalent | Mar-02/16 high volume tests at lows = Springs/tests | Apr–May upward progress on moderate volume = health | Jun-29 high volume breakout (1.87M) confirms markup,Elevated volume on downswings Jan-Feb (distribution/markdown) | Climactic volume Feb-02 (2.69M) marking selling climax | Decreasing volume on pullbacks through accumulation = demand absorption | Rising volume on upswings Apr–Jun = accumulating strength | Jun-29 volume surge on price thrust = markup confirmation,"ACCUMULATION | Selling Climax Feb-02 | Automatic Rally Feb-03/04 | Secondary Test Feb-13/17 | Spring Mar-16 (14.13 low, high volume) | Test of Spring Mar-23/25 (low volume) | Sign of Strength Apr-14 through Apr-17 | Last Point of Support Apr-22/24 | Breakout continuation May–Jun",Absorption of supply complete Jan-Feb | Accumulation campaign Mar–Apr | Markup campaign initiated late Apr | Markup acceleration May–Jun | Jun-29 breakout suggests CO-driven markup in progress,"PSY=Jan-13 (16.09) | SC=Feb-02 (2.69M, low 16.16) | AR=Feb-03 to Feb-06 | ST=Feb-11/12 | Spring=Mar-16 (14.13, 2.02M) | Test=Mar-23/25 (low volume) | SOS=Apr-14 to Apr-17 | LPS=Apr-22/24 | BU/JAC=May-06 (17.38 high) | LPS retest=May-15/22 | Continuation SOS=Jun-01/02 | Markup thrust=Jun-29 (17.73)",Accumulation range ~14.13–15.20 | Range width ~1.07 points | Count target projects to 17.50–18.50 zone | Jun-29 close at 17.73 entering target zone | Multiple low-volume tests of support confirm absorption | Markup orderly with higher lows since Apr | Volume pattern textbook Wyckoff accumulation,Jun-29 close near upper target — potential for short-term reaction | Price entering prior resistance zone Jan highs (~17.20) | Markup velocity increasing — watch for UTAD or distribution signs above 17.73 | Limited data above current price to confirm markup sustainability | Some overlap in accumulation range reducing count precision,25,12,5,7,13
EFC,Accumulation,High,72,Mixed,Primary downtrend from ~14.03 (Jan 22) to ~11.28 (Mar 20) | Secondary recovery uptrend from Mar 20 low | Higher lows and higher highs establishing since late March | Current price consolidating 13.30–13.75 zone,"High-volume selling Jan 27 (9.35M) produced meaningful drop — effort confirmed result | Mar 20 climactic volume (10.73M) with limited follow-through downside — selling exhaustion signal | May–Jun low-volume narrow range consolidation — absorption complete, weak supply",Climactic spike Jan 27 (SC candidate) | Secondary climactic Mar 20 (SC/Creek test) | Volume declining on rallies post-May — normal for late accumulation | Volume contracting in Jun consolidation — supply dried up | Uptick volume on Jun 24 bounce — demand returning,Accumulation dominant | Markdown phase completed Jan–Mar | Base building Mar–Jun | No distribution signs in current range | Upthrusts absent | Springs tested and held,Absorbing supply through prolonged base | Testing supply zones with controlled low-volume pullbacks | Preparing for markup — no aggressive distribution evident | Defending 13.27–13.30 support consistently,Preliminary Supply (PSY): ~Jan 22 14.12 high | Selling Climax (SC): Jan 27 @ 13.12 low / 9.35M vol | Automatic Rally (AR): Jan 29 @ 13.50 | Secondary Test (ST): Jan 30 @ 12.72 | Secondary Climax: Mar 20 @ 11.28 / 10.73M vol | Spring/Shakeout: Mar 20 | Sign of Strength (SOS): Apr 8–9 rally | Last Point of Support (LPS): Apr 13–15 low cluster | Backup/Creek Test: May 15–19 | Cause Building: Mar–Jun range,Jan 27 SC volume (9.35M) = ~4x avg — major capitulation | Mar 20 ultra-high volume (10.73M) at new low = terminal shakeout / spring | Recovery from 11.28 to 13.75 without volume expansion = controlled markup | Jun consolidation (13.27–13.75) on declining volume = classic LPS/BUEC zone | Price holding above 13.27 consistently signals strong demand floor | Narrowing spread + declining volume in Jun = coiling for next move,No confirmed breakout above 13.82 resistance yet | Jun 17–18 volume uptick on pullback warrants monitoring | Range has been extended — prolonged cause-building may indicate weak demand | Failure to break 13.75–13.82 zone would suggest distribution re-entry risk | Low absolute volume in May–Jun could indicate thin liquidity rather than pure absorption,25,10,5,6,14
CALX,Markdown,Low,38,Clean,Bearish | Primary downtrend intact from ~61.91 (Jan 15 high) | Series of lower highs: 61.91 → 57.61 → 55.99 → 53.98 → 52.98 → 51.88 → 44.72 → 43.91 → 46.03 → 40.55 → 41.78 → 40.39 → 40.77 → 38.91 → 39.27 → 38.61 → 35.68 | Current price ~36.05 near multi-month lows,Negative divergence dominant | Jan 29 massive volume (4.76M) produced large down gap — supply overwhelming demand | Apr 22 spike (4.36M) another climactic sell-off | Rallies on declining volume fail to sustain — effort not producing upside results | Jun 23 high volume (2.80M) on down bar confirms continued supply pressure,Supply-dominant throughout | Highest volume on down days/gaps | Rally attempts on diminishing volume | Jun 23 (2.80M) and Jun 25–26 elevated volume on continued decline | No clear volume climax exhaustion confirmed yet | Volume on bounces insufficient to signal absorption,Distribution confirmed | Topping process Jan–Feb 2026 (~55–61 zone) | Systematic markdown from Feb onward | No identifiable accumulation base formed | Price has declined ~42% from Jan high (61.91) to current (~35.20–36.05) | Possible early selling climax attempts but structure not yet supportive of accumulation,"Distributing / Offloading | Operator used Jan 15 gap-up spike (high volume, immediate reversal) as upthrust/UTAD | Subsequent rallies used to distribute remaining positions | Current behavior suggests operator has largely exited long positions | Possible early testing of demand at lows but no clear CO buying signal","Preliminary Supply (PSY): ~Jan 15 gap to 61.91 high | Buying Climax (BC): Jan 15 intraday high 61.91, close 59.04 on 1.59M | Automatic Reaction (AR): Jan 23 low ~53.89 | Secondary Test (ST): Jan 27–28 retest ~57.32 high | Sign of Weakness (SOW): Jan 29 gap-down collapse 47.86 open, low 44.86 on 4.76M | Last Point of Supply (LPSY): Feb 9 rally to 57.00 rejected | Secondary SOW: Apr 22 gap-down to 40.95 on 4.36M | Creek / ICE break: multiple support breaks at 50, 44, 40, 38, 35 | Current: possible Selling Climax (SC) attempt near 35.00–35.20","Jan 15 gap-up immediately reversed — classic Upthrust After Distribution signal | Jan 29 and Apr 22 represent two major markdown accelerations | Price has been in sustained markdown 5+ months | Jun 23 bar (2.80M, close 36.36) notable volume — potential selling climax candidate but needs follow-through confirmation |",,25,9,0,4,15
SHO,Accumulation,High,74,Mixed,Bullish | Higher lows from late Jan (~8.69) | Sustained markup from late Apr | Price advanced from ~8.69 to ~12.07 | Recent stall/distribution signals near 11.92–12.07,"Mixed | Strong effort-result alignment during Feb 4–5 spike (high vol, price recovery) | Apr 8–10 breakout on rising vol confirms demand | Jun 26 massive vol spike (12.7M) with close near high suggests climactic effort | Jun 29 pullback on moderate vol after climax = potential absorption",Jan 27 anomaly spike (7.35M) = Selling Climax candidate | Feb 4–5 high vol reversal = Automatic Rally / Sign of Strength | May 6+ vol expansion confirms markup | Jun 18 (4.52M) + Jun 23 (4.89M) + Jun 26 (12.73M) = climactic volume cluster | Shrinking vol Apr 22–27 = no supply during markup (bullish) | Recent vol surge at highs = potential Buying Climax / Upthrust territory,Accumulation completed Jan–Apr in ~8.69–9.83 range | Distribution signs emerging Jun 17–29 near 11.60–12.07 | Too early to confirm full distribution phase,Accumulated aggressively in Jan–Apr range | Initiated markup May onward | Currently testing commitment of late buyers near 12.00 | Jun 26 spike may represent CO offloading into retail demand,Jan 27 Selling Climax (SC) ~8.75 on 7.35M vol | Jan 28–Feb 3 Automatic Rally (AR) failure + Secondary Test | Feb 4–5 Sign of Strength (SOS) recovery on high vol | Apr 6–7 Last Point of Support (LPS) ~8.97–9.00 | Apr 8–14 Jump Across the Creek (JAC) breakout | May–Jun Markup phase | Jun 26 potential Buying Climax (BC) on 12.73M vol | Jun 29 potential Automatic Reaction (AR) post-BC,Trading range ~8.69–9.83 held for ~3 months before clean breakout | Markup phase unusually clean with low vol pullbacks = weak supply | Jun 26 volume is 6x average = climactic signal | Price stalling at 11.60–12.07 resistance zone for 2+ weeks | Jun 29 close at 11.66 = failed hold above 11.80 support = early warning,Jun 26 climactic volume (12.73M) may signal Distribution Phase A beginning | Jun 29 reversal from 12.06 high to 11.66 close = Upthrust risk | Multiple closes failing to extend beyond 12.00 = supply overhead | Narrowing price spread on elevated vol = churning | Premature markup phase assignment risk if 11.40 support breaks | Insufficient data to confirm full Wyckoff distribution schema,24,8,6,5,16
HOPE,Accumulation,High,74,Mixed,Higher lows established from Mar lows (~10.57) | Higher highs progressing: 12.36 → 12.81 → 13.19 → 13.64 | Stair-step markup structure intact,"Jan 21 high volume surge (1.54M) produced strong result (+0.70 range) — demand present | Feb 23 wide-range down bar on elevated volume (1.09M) — supply test / shakeout | Mar 20 anomalous volume spike (2.48M) on narrow range — climactic absorption, likely SC/ST | Apr 1 breakout bar (2.66M) wide range close near high — strong SOS | Jun 26 high volume (3.56M) wide range close near high — SOS / possible Buying Climax risk","Declining volume on pullbacks (healthy) | Volume expansion on up-thrusts and breakouts (bullish) | Jun 18 spike (2.45M) on down bar warrants monitoring | Jun 26 record volume (3.56M) — climactic signal, potential short-term exhaustion",Accumulation: Jan–Mar 2026 (~10.57–12.36 range) | Re-accumulation: Apr–May 2026 (~12.14–12.91 range) | Distribution: Not confirmed | Current markup phase favors continued distribution risk only at extended targets,Accumulation complete | CO absorbed supply Feb–Mar | Apr 1 SOS confirmed CO intent to mark up | Jun acceleration suggests CO distributing into strength or markup continuation — ambiguous at highs,"PS (Preliminary Support): ~Jan 13 (11.17 low, declining vol) | SC (Selling Climax): ~Mar 20 (10.57–10.84, 2.48M vol) | AR (Automatic Rally): ~Mar 23 (11.38 high) | ST (Secondary Test): ~Mar 27–30 (10.87–10.88 low zone) | SOS (Sign of Strength): Apr 1 (11.82 close, 2.66M) | LPS (Last Point of Support): Apr 6–7 (~11.56–11.65) | Re-accumulation SOS: Apr 17 (12.80 high push) | Markup continuation SOS: Jun 24–26 (13.40–13.64)",10-week accumulation base (Jan–Mar) with clear SC and ST | Re-accumulation plateau Apr–May held 12.12–12.91 | Jun breakout above 13.19 resistance decisive | Price now at 13.57 — near-term extension possible but Jun 26 climactic volume demands caution | Rising volume on Jun 24–26 sequence confirms institutional participation | No confirmed distribution topping structure yet,Jun 26 volume (3.56M) is highest in dataset — potential Buying Climax (BC) signal | Jun 18 down bar on 2.45M volume — supply entering at highs | Price extended ~28% from Mar lows without major consolidation | RSI/momentum likely overbought at current levels | Narrow spread on Jun 29 vs Jun 26 volume — early UT/UTAD risk if price fails to follow through | Watch for LPSY or failed test above 13.64,24,8,6,6,17
OCFC,Accumulation,High,62,Mixed,Broad trading range ~17.26–20.14 | Higher lows forming from March lows | Recent breakout attempt on extreme volume 2026-06-26,Mixed — large effort on Jan-21/22 produced brief spike then reversal | Jun-26 extreme volume (5M+) with strong close suggests potential Sign of Strength | Multiple low-volume rallies indicate weak demand at times,"Elevated on downswings Jan-23, Feb-27, Mar-20, Jun-01–03 (distribution-like) | Climactic spike Jun-26 (5.05M — ~5-7x average) | Volume contraction on consolidation Feb–Apr supportive of accumulation | Recent uptick in volume on recovery",Leaning Accumulation — price held above key lows despite repeated downthrusts | Possible Distribution signals in Jan-22/23 and Jun-01–03 selloff complicate picture | Net: Re-Accumulation within larger base more likely,Appears to be absorbing supply on dips | Tests of support (Mar lows ~17.30–17.46) held | Jun-26 markup on massive volume suggests operator-driven move | Possible shakeout completed early Jun before markup,Preliminary Support (PS): ~Jan-06/07 ~17.26 | Selling Climax (SC) candidate: Jan-07 ~17.13 | Automatic Rally (AR): Jan-21/22 ~19.82 | Secondary Test (ST): Feb-27/Mar range ~17.46–18.06 | Spring/Shakeout candidate: Jun-03 ~17.33 | Sign of Strength (SOS) candidate: Jun-26 ~19.54 on 5.057M volume | Last Point of Support (LPS): Jun-22 ~18.02–18.10,Trading range established ~17.13–20.14 over ~6 months | Jun-03 low (~17.33) undercut prior support then recovered — classic Spring behavior | Jun-26 breakout on ~7x average volume is most significant structural event | Price closed at 19.50 on Jun-29 holding near breakout level | Range midpoint ~18.60 — price now above | Multiple retests of 17.30–17.50 zone absorbed without new lows,Jun-26 volume spike could be climactic buying (Buying Climax) rather than SOS — needs confirmation | Jan-22/23 failed breakout above 19.82 precedent for false moves | Distribution phase cannot be ruled out without sustained follow-through above 20.14 | Jun-01–03 high-volume selloff may indicate residual supply overhead | Only 2 sessions post-breakout — premature to confirm Phase D/markup | Broad market context unknown — exogenous risk possible,23,7,6,6,18
ARI,Accumulation,High,62,Mixed,Upthrust from ~10.0 base (Jan) → spike high ~11.24 (Apr-15) → gradual rollover → rising volume on decline into late June → bearish structure developing,Effort increasing (volume expanding) with diminishing upside result; large volume bars 2026-06-16 to 2026-06-29 producing lower closes — negative effort/result divergence,Volume climax on Jan-28 (5.3M) initiating markup | Distributional volume surge Jun-16 to Jun-29 (3.6M–8.8M) on declining/flat price — supply overwhelming demand | Low volume rallies in May–Jun confirm weak demand,Distribution — supply entering on high volume at elevated prices; composite operator appears to be offloading into retail interest,"Likely distributing — engineered upthrust in April (~11.24), failed to sustain; now engineering markdown with increasing volume into weakness",Preliminary Support / SC equivalent: Jan-06 to Jan-07 base | Markup initiation: Jan-28 gap-up volume spike (5.3M) | Buying Climax (BC): Apr-15 at 11.24 | Automatic Reaction (AR): Apr-29 drop to 10.62 on 2.78M | Secondary Test (ST): May range 10.91–11.08 | Upthrust After Distribution (UTAD) attempt: Apr-13 to Apr-17 cluster ~11.08–11.22 | Sign of Weakness (SOW): Jun-16 to Jun-29 high-volume breakdown below 10.80 | Last Point of Supply (LPSY): Jun cluster ~10.75–10.83,"Jan-28 markup was sharp and high-volume — possible institutional ignition | Apr-15 high (11.24) likely BC with volume confirmation | Post-BC price unable to sustain above 11.10 | Jun-16 to Jun-29 sees 6 consecutive sessions with volume 2.6M–8.8M and closes compressed 10.52–10.91 — classic SOW/markdown initiation | Jun-29 closes at 10.52 on 8.8M — heaviest volume in dataset, bearish close near low of day | Range established: ~10.49–11.24 | Price now threatening lower boundary",No confirmed markdown yet — price still within range | Could be shakeout before re-accumulation if Jun-29 volume represents selling climax | Watch for reversal/spring on next 2–3 sessions | Insufficient post-SOW data to confirm full markdown phase | Single-instrument view — broader market context unknown | Jan-28 spike origin unconfirmed (news/catalyst may distort Wyckoff interpretation),23,8,6,7,19
DX,Accumulation,Low,38,Clean,Primary downtrend from ~14.93 (Jan 28 high) to ~12.17 (Mar 27 low) | Partial recovery attempt Apr–Jun | Lower highs and lower lows dominant | Recovery stalling below 14.00,Jan 30 wide spread down on elevated volume (10.8M) = effort confirming supply | Mar 20 climactic volume (24.3M) with wide down bar = potential Selling Climax | Apr 20 upthrust attempt on 10.9M volume fades | Jun 26 spike (11.1M) with modest result = suspicious supply reentry,Volume dries up on rallies (Feb–Mar range) = supply absorption weak | Climactic volume Mar 20 = potential SC | Volume expansion on down moves dominant | Jun rally volume uninspiring except Jun 26 anomaly | No sustained demand volume signature,Lean toward Distribution/Redistribution | Initial distribution zone Jan 15–28 near 14.65–14.93 | Markdown phase Feb–Mar | Possible re-accumulation attempt Apr–Jun but unconvincing | CO behavior ambiguous,Likely distributing into strength | Used Jan rally to 14.93 as supply zone | Markdown executed Feb–Mar | Apr–Jun bounce possibly short-covering or minor re-accumulation | No strong evidence of CO accumulation absorption,PSY (Preliminary Supply): Jan 28 ~14.93 | BC (Buying Climax) candidate: Jan 28–29 | AR (Automatic Reaction): Jan 30 drop to 13.83 | ST (Secondary Test): Feb 3–6 retest ~14.09 | ICE/Support Break: Mar 6–9 break below 13.35 | SC (Selling Climax): Mar 20 ~12.32 on 24.3M vol | AR (Automatic Rally): Mar 25–Apr 1 to ~12.87 | ST as SOW: Mar 27 ~12.17 low | LPS attempt: Apr 17–21 zone ~13.61–13.76 | UTAD candidate: Jun 15–16 ~13.32 fade | SOS minor: Apr 20 wide spread up | Back-up to creek: Jun 24–29 retest zone,Strong distribution signature Jan–Feb | Markdown confirmed Feb–Mar with accelerating weakness | Mar 20 climactic bar most significant event in dataset | Post-SC rally lacks sustained volume = re-accumulation unconfirmed | Price range Jun 12.73–13.32 = narrow creek zone | Failure to reclaim 14.00 = bearish structural bias maintained | Jun 26 volume spike at resistance = potential new supply entry | Overall price ~10% below Jan highs with no structural repair,Mar 20 SC could mark true bottom — re-accumulation not ruled out | Jun 26 high volume ambiguous (supply or demand) | Insufficient volume on rallies to confirm genuine absorption | Phase labeling uncertain without clearer LPS/SOS confirmation | Risk of continued markdown if 12.73 support fails | Do not classify as confirmed accumulation without break above 14.00 on volume,19,12,6,8,20
NOMD,Transitional,High,62,Noisy,Primary downtrend (Jan–Mar) → Extended re-accumulation range (Mar–May) → Emerging uptrend (May–Jun) with higher lows forming,Feb 25–26 climactic sell-off shows massive effort with sustained downside result (distribution confirmed prior) | Mar–May low-volume consolidation shows reduced effort with price stabilizing (accumulation effort) | Jun 24–26 upside surge shows increasing effort with positive result — bullish divergence,Selling climax volume: Feb 26 (8.87M peak) | AR bounce low volume | Creek re-tests on declining volume Mar–May | Volume expansion on upside breakout Jun 24–26 (1.83M–3.56M) confirming demand,Accumulation — Wyckoff re-accumulation structure following markdown from ~13.08 high | SC near 10.04–10.22 zone | AR bounce to ~10.55 | Secondary tests and springs in 9.09–9.54 zone | Late-stage upside thrust beginning Jun 24,Absorbing supply in 9.46–10.55 range throughout Mar–Jun | Initiating markup with Jun 24–26 breakout above creek | Last point of support (LPS) established ~9.74–9.88 zone,"PSY: ~13.08 (Feb 20) | BC/Distribution Top: Feb 19–24 | LPSY: Feb 25 | SC: Feb 26 (~10.665 low, 8.87M vol) | AR: Mar 11 (~10.55) | ST/Secondary Tests: Mar–May multiple | Spring: May 13 (8.99 low, low vol) | LPS: Jun 3–8 (~9.74–9.85) | SOS: Jun 24–26 breakout through 10.55–11.18 | BU/Back-up test pending",Climactic selling Feb 26 marks likely SC with exceptional volume | Spring confirmed May 13 on lowest range volume | SOS breakout Jun 24–26 with 3.56M volume surge strongest since SC | Price now testing prior resistance zone 11.12–11.27 | Higher lows sequence from May 13 low intact | Jun 29 close at 11.20 confirms markup continuation attempt,Overall price still well below Jan highs (~13.08) — full recovery unconfirmed | Multiple failed rallies in Mar–Apr suggest overhead supply remains | Jun breakout must hold above 10.55 creek on any pullback or structure fails | Volume on Jun 29 (1.29M) lighter than breakout days — needs confirmation | Wide spread bars in early decline suggest residual distribution overhead | Small-cap/mid liquidity profile increases whipsaw risk,18,10,6,6,21
BRSL,Accumulation,Low,38,Mixed,Primary downtrend intact | Series of lower highs (15.77 → 13.90 → 12.99 → 11.55) | Lower lows consistent throughout | No bullish higher-high structure established,"May 12–13 high-volume spike (3.5M–3.8M) produced sharp price decline — effort confirms supply dominance | Recovery attempts on declining volume — weak demand | Jun 26 volume spike (3.5M) on modest upside — ambiguous, possible absorption or renewed supply","Elevated volume on down-breaks (Jan 7, Feb 12, Feb 23, May 12–13) confirms distribution/markdown | Recovery rallies on subdued volume — no sustained demand | Volume contraction in Mar–Apr ranging phase suggests equilibrium but no accumulation confirmation | Jun 26 anomalous volume spike warrants monitoring",Net Distribution bias | Early phases (Jan–Feb) show clear distribution from ~15.70 supply zone | Mid-phase (Mar–Apr) shows potential base-building but no breakout | May waterfall decline invalidates prior ranging as accumulation | Jun behavior tentative — too early to confirm reaccumulation,"Appears to be distributing/offloading supply | No evidence of aggressive absorption on rallies | Selective testing of lows (Apr 13 low ~12.02, May 20 low ~10.42) without strong institutional buying response confirmed",Preliminary Supply (PSY): ~15.77 Jan 6 | Buying Climax (BC) attempt: Jan 6–7 reversal | Automatic Reaction (AR): Jan 20 ~13.80 | Secondary Test (ST): Feb area ~13.88 | Sign of Weakness (SOW): Feb 12 gap-down ~13.41 | Last Point of Supply (LPSY): Mar 4–6 ~13.57–13.68 | Markdown acceleration: May 12–13 | Selling Climax candidate (SC): May 13 ~10.75 | Automatic Rally (AR): May 21–Jun 12 ~10.42→12.19 | Secondary Test (ST) of SC: Jun 22–24 ~10.82–10.95 | Jun 26 potential Spring or re-test in progress,Price lost ~31% from Jan high (15.77) to May low (10.42) | May 12–13 climactic volume (3.5M–3.8M) most significant event — potential SC | Jun 26 high-volume bar (3.5M) on partial recovery needs confirmation | Current price (~10.91) near potential support zone 10.42–10.75 | No confirmed Sign of Strength (SOS) rally above any meaningful resistance yet | Resistance overhead: 11.55–12.00 | Range appears to be 10.42–12.19 post-SC,No confirmed SOS — premature to call accumulation | Jun 26 volume spike could be renewed distribution not absorption | Downtrend structure not broken — lower highs pattern intact | Price below all meaningful prior support levels | Small daily ranges in Jun suggest indecision not strength | Any close below 10.42 invalidates SC hypothesis and signals continued markdown | Thin volume on bounces reduces conviction of demand presence,15,11,7,7,22
